"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Tue Jun 04 20:09:47 GMT 2024","Tue Jun 04 20:09:47 GMT 2024","2","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
"passed","Tue Jun 04 20:09:47 GMT 2024","Tue Jun 04 20:09:47 GMT 2024","8","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
