"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Fri Jun 14 01:49:52 GMT 2024","Fri Jun 14 01:49:52 GMT 2024","1","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
"passed","Fri Jun 14 01:49:52 GMT 2024","Fri Jun 14 01:49:52 GMT 2024","11","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
