"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Fri Jun 14 01:46:06 GMT 2024","Fri Jun 14 01:46:06 GMT 2024","1","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
"passed","Fri Jun 14 01:46:06 GMT 2024","Fri Jun 14 01:46:06 GMT 2024","9","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
