"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 01:53:16 GMT 2024","Fri Jun 14 01:53:16 GMT 2024","10","Surefire suite","Surefire test","TestTest","TestTest","testPass","testPass",""
"unknown","Fri Jun 14 01:53:16 GMT 2024","Fri Jun 14 01:53:16 GMT 2024","2","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
